Date,Product_ID,Product,Category,Quantity,Unit_Price,Total_Sales,Customer_ID,Store_Location,Payment_Method
2023-01-12,SNA195,Nuts,Snacks,4,2.24,8.96,40468.0,Online,CreditCard
2023-01-12,BAK829,Muffins,Bakery,6,4.0,24.0,8686.0,Online,DebitCard
2023-01-12,HOU797,Soap,Household,5,99.83,499.17,40479.0,Physical,CreditCard
2023-01-12,HOU279,Soap,Household,3,9.99,29.97,60275.0,Online,DebitCard
2023-01-12,HOU435,Detergent,Household,5,6.49,32.45,29778.0,Physical,CreditCard
2023-01-12,HOU145,Toilet_Paper,Household,3,6.07,18.21,24846.0,Physical,DebitCard
2023-01-12,HOU429,Batteries,Household,8,2.79,22.32,1939.0,Physical,MobileApp
2023-01-12,BAK852,Cakes,Bakery,5,2.63,13.15,52599.0,Physical,Cash
2023-01-12,PRO819,Lettuce,Produce,4,2.36,9.44,7455.0,Physical,CreditCard
2023-01-12,DAI457,Milk,Dairy,6,3.49,20.94,10667.0,Physical,Cash
2023-01-12,BAK334,Muffins,Bakery,6,2.5,15.0,56527.0,Physical,CreditCard
2023-01-12,CAN823,Tuna,Canned Goods,9,138.78,1249.02,91772.0,Physical,CreditCard
2023-01-12,MEA748,Sausage,Meat,6,12.49,74.94,91377.0,Physical,Cash
2023-01-12,DAI928,Milk,Dairy,8,59.76,478.1,2532.0,Physical,DebitCard
2023-01-12,DAI181,Butter,Dairy,2,3.64,7.28,18822.0,Physical,DebitCard
2023-01-12,SNA99,Chips,Snacks,4,3.15,12.6,70728.0,Physical,CreditCard
2023-01-12,SNA956,Candy,Snacks,5,1.59,7.95,57223.0,Physical,DebitCard
2023-01-12,CAN574,Beans,Canned Goods,3,1.59,4.77,97363.0,Physical,DebitCard
2023-01-13,BEV642,Soda,Beverages,2,0.83,1.66,39419.0,Physical,MobileApp
2023-01-13,DAI703,Yogurt,Dairy,2,4.93,9.86,5854.0,Physical,CreditCard
2023-01-13,BEV703,Water,Beverages,5,1.26,6.3,25238.0,Online,DebitCard
2023-01-13,SNA562,Chips,Snacks,8,3.8,30.4,66456.0,Physical,Cash
2023-01-13,SNA472,Chips,Snacsk,6,3.49,20.94,4506.0,Online,MobileApp
2023-01-13,SNA53,Chips,Snacks,2,2.08,4.16,47095.0,Online,Cash
2023-01-13,HOU309,Batteries,Household,7,3.51,24.57,97695.0,Physical,CreditCard
2023-01-13,BAK170,Cookies,Bakery,4,5.21,20.84,58256.0,Online,CreditCard
2023-01-13,CAN566,Beans,Canned Goods,9,1.43,12.87,39751.0,Physical,DebitCard
2023-01-13,DAI39,Butter,Dairy,7,2.62,18.34,50465.0,Physical,CreditCard
2023-01-13,BEV678,Water,Beverages,1,1.73,1.73,41328.0,Online,MobileApp
2023-01-13,MEA916,Pork,Meat,3,14.96,44.88,49127.0,Online,CreditCard
2023-01-13,MEA732,Sausage,Meat,8,11.71,93.68,75511.0,Physical,DebitCard
2023-01-13,DAI455,Cheese,Dairy,9,3.49,31.41,81110.0,Physical,Cash
2023-01-13,DAI679,Cheese,Dairy,3,4.89,14.67,28279.0,Physical,MobileApp
2023-01-13,DAI948,Milk,Dairy,9,4.82,43.38,69668.0,Physical,DebitCard
2023-01-13,SNA565,Candy,Snacks,7,1.91,13.37,3641.0,Physical,CreditCard
2023-01-13,DAI553,Cheese,Dairy,2,1.73,3.46,57731.0,Physical,DebitCard
2023-01-13,BEV434,Soda,Bavereges,5,3.82,19.1,66055.0,Online,Cash
2023-01-13,BAK680,Bread,Bakery,7,2.04,14.28,94001.0,Physical,CreditCard
2023-01-14,BEV962,Water,Beverages,5,2.82,14.1,37786.0,Online,CreditCard
2023-01-14,BAK459,Muffins,Bakery,8,5.76,46.08,79461.0,Online,DebitCard
2023-01-14,MEA758,Chicken,Meat,3,4.83,14.49,8052.0,Physical,MobileApp
2023-01-14,CAN819,Corn,Canned Goods,2,1.52,3.04,57335.0,Physical,DebitCard
2023-01-14,BEV274,Water,Beverages,1,3.64,3.64,35813.0,Physical,MobileApp
2023-01-14,DAI892,Butter,Dairy,3,4.85,14.55,76700.0,Physical,CreditCard
2023-01-14,HOU306,Batteries,Household,5,3.07,15.35,69492.0,Physical,MobileApp
2023-01-14,PRO194,Tomatoes,Produce,6,2.09,12.54,56385.0,Online,CreditCard
2023-01-14,CAN337,Beans,Canned Goods,4,2.26,9.04,41101.0,Physical,Cash
2023-01-14,BAK408,Muffins,Bakery,3,1.42,4.26,16864.0,Physical,Cash
2023-01-14,PRO80,Apples,Produce,3,1.89,5.67,67456.0,Physical,Cash
2023-01-14,BEV798,Water,Beverages,2,3.72,7.44,17616.0,Physical,CreditCard
2023-01-14,CAN106,Corn,Canned Goods,3,2.25,6.75,61420.0,Online,MobileApp
2023-01-14,MEA484,Chicken,Meat,3,6.07,18.21,69355.0,Online,CreditCard
2023-01-14,CAN350,Beans,Canned Goods,5,1.87,9.35,83472.0,Online,MobileApp
2023-01-14,BAK902,Cookies,Bakery,3,187.8,563.41,96692.0,Physical,CreditCard
2023-01-14,CAN620,Corn,Canned Goods,9,0.93,8.37,53243.0,Physical,CreditCard
2023-01-15,BEV359,Water,Beverages,5,2.53,12.65,57102.0,Physical,Cash
2023-01-15,BAK500,Cookies,Bakery,9,1.62,14.58,63622.0,Physical,MobileApp
2023-01-15,HOU384,Toilet_Paper,Household,9,2.25,20.25,24491.0,Physical,DebitCard
2023-01-15,PRO154,Apples,Produce,6,1.82,10.92,17730.0,Physical,Cash
2023-01-15,BAK614,Cookies,Bakery,7,1.4,9.8,37004.0,Online,Cash
2023-01-15,PRO687,Tomatoes,Produce,9,1.87,16.83,52142.0,Physical,MobileApp
2023-01-15,PRO701,Lettuce,Produce,3,2.06,6.18,44857.0,Physical,MobileApp
2023-01-15,BAK666,Muffins,Bakery,3,1.09,3.27,35603.0,Online,MobileApp
2023-01-15,BAK129,Bread,Bakery,5,5.56,27.8,35534.0,Physical,CreditCard
2023-01-15,BAK440,Bread,Bakery,5,3.18,15.9,99352.0,Physical,DebitCard
2023-01-15,SNA683,Candy,Snacks,3,1.51,4.53,45284.0,Physical,DebitCard
2023-01-16,MEA753,Sausage,Meat,3,5.48,16.44,14882.0,Physical,Cash
2023-01-16,BAK759,Cookies,Bakery,5,4.0,20.0,78272.0,Online,Cash
2023-01-16,CAN333,Beans,Canned Goods,9,1.47,13.23,41179.0,Physical,DebitCard
2023-01-16,MEA433,Sausage,Meat,9,14.51,130.59,62374.0,Online,MobileApp
2023-01-16,PRO402,Apples,Produce,3,1.9,5.7,13205.0,Physical,Cash
2023-01-16,HOU757,Detergent,Household,9,7.09,63.81,78570.0,Physical,MobileApp
2023-01-16,SNA710,Chips,Snacks,6,2.97,17.82,19020.0,Physical,DebitCard
2023-01-16,BEV506,Water,Beverages,6,3.17,19.02,77395.0,Physical,DebitCard
2023-01-16,MEA416,Beef,Meat,7,4.63,32.41,30637.0,Physical,CreditCard
2023-01-17,DAI781,Butter,Dairy,5,4.52,22.6,35196.0,Physical,DebitCard
2023-01-17,PRO479,Apples,Produce,7,2.81,19.67,14219.0,Physical,DebitCard
2023-01-17,DAI299,Cheese,Dairy,7,3.02,21.14,47402.0,Physical,MobileApp
2023-01-17,SNA458,Nuts,Snacks,5,3.15,15.75,15143.0,Physical,CreditCard
2023-01-17,BEV633,Water,Beverages,4,0.78,3.12,50912.0,Physical,Cash
2023-01-17,MEA477,Pork,Meat,3,8.08,24.24,71741.0,Physical,Cash
2023-01-17,MEA392,Chicken,Meat,5,8.5,42.5,27215.0,Physical,CreditCard
2023-01-17,BAK996,Cakes,Bakery,5,4.37,21.85,93830.0,Physical,Cash
2023-01-17,DAI248,Mikl,Dairy,7,2.28,15.96,99298.0,Physical,CreditCard
2023-01-17,BEV638,Coffee,Beverages,8,2.33,18.64,64018.0,Online,Cash
2023-01-17,BAK220,Muffins,Bakery,5,5.28,26.4,55820.0,Physical,CreditCard
2023-01-17,DAI805,Cheese,Dairy,9,2.9,26.1,5256.0,Physical,MobileApp
2023-01-17,DAI189,Milk,Dairy,5,3.59,17.95,78904.0,Physical,Cash
2023-01-17,BAK691,Bread,Bakery,8,5.01,40.08,79267.0,Physical,DebitCard
2023-01-17,BEV958,Coffee,Beverages,2,0.91,1.82,34398.0,Physical,MobileApp
2023-01-17,PRO815,Bananas,Produce,1,0.67,0.67,29193.0,Physical,Cash
2023-01-17,DAI756,Butter,Dairy,5,3.77,18.85,43831.0,Physical,DebitCard
2023-01-17,PRO360,Apples,Produce,1,0.8,0.8,85561.0,Online,DebitCard
2023-01-18,PRO33,Tomatoes,Produce,3,1.54,4.62,87615.0,Online,MobileApp
2023-01-18,BEV315,Soda,Beverages,6,3.82,22.92,67497.0,Physical,MobileApp
2023-01-18,PRO513,Tomatoes,Produce,8,2.33,18.64,13185.0,Physical,Cash
2023-01-18,BEV791,Coffee,Beverages,4,3.97,15.88,40135.0,Online,CreditCard
2023-01-18,SNA422,Granola_Bars,Snacks,1,3.89,3.89,625.0,Physical,DebitCard
2023-01-18,DAI875,Yogurt,Dairy,3,1.67,5.01,81172.0,Online,CreditCard
2023-01-18,PRO120,Lettuce,Produce,4,0.66,2.64,62058.0,Physical,Cash
2023-01-18,SNA566,Granola_Bars,Snacks,5,1.61,8.05,30542.0,Physical,DebitCard
2023-01-18,DAI260,Butter,Dairy,5,3.48,17.4,40782.0,Online,MobileApp
2023-01-18,BEV150,Water,Beverages,7,0.97,6.79,76824.0,Online,Cash
2023-01-18,MEA533,Sausage,Meat,9,13.0,117.0,31413.0,Physical,MobileApp
2023-01-18,SNA459,Nuts,Snacks,7,3.57,24.99,44480.0,Physical,Cash
2023-01-19,PRO783,Bananas,Produce,8,2.47,19.76,4718.0,Physical,DebitCard
2023-01-19,PRO776,Apples,Produce,2,2.88,5.76,12618.0,Physical,Cash
2023-01-19,BAK594,Bread,Bakery,3,1.48,4.44,15242.0,Physical,MobileApp
2023-01-19,PRO121,Apples,Produce,3,2.93,8.79,95149.0,Physical,MobileApp
2023-01-19,SNA335,Candy,Snacks,4,2.2,8.8,90224.0,Physical,MobileApp
2023-01-19,SNA532,Chips,Snacks,1,4.09,4.09,90739.0,Physical,MobileApp
2023-01-19,HOU285,Batteries,Household,9,2.24,20.16,98599.0,Physical,Cash
2023-01-19,DAI743,Butter,Dairy,8,2.23,17.84,30604.0,Online,DebitCard
2023-01-19,BEV323,Water,Beverages,7,2.07,14.49,81027.0,Physical,CreditCard
2023-01-19,BAK967,Muffins,Bakery,8,4.27,34.16,81174.0,Physical,CreditCard
2023-01-19,DAI837,Yogurt,Dairy,8,88.73,709.84,76796.0,Physical,CreditCard
2023-01-19,MEA244,Sausage,Meat,4,7.86,31.44,38826.0,Physical,DebitCard
2023-01-19,CAN510,Corn,Canned Goods,3,1.37,4.11,2218.0,Online,DebitCard
2023-01-20,CAN941,Corn,Canned Goods,6,1.74,10.44,79789.0,Physical,MobileApp
2023-01-20,BEV119,Soda,Beverages,4,1.24,4.96,38770.0,Physical,MobileApp
2023-01-20,SNA932,Candy,Snacks,9,2.42,21.78,50251.0,Online,MobileApp
2023-01-20,CAN812,Corn,Canned Goods,2,2.07,4.14,57432.0,Online,CreditCard
2023-01-20,CAN817,Corn,Canned Goods,8,2.49,19.92,19725.0,Physical,CreditCard
2023-01-20,PRO708,Lettuce,Produce,9,2.45,22.05,46725.0,Physical,CreditCard
2023-01-20,DAI864,Butter,Dairy,2,1.56,3.12,39504.0,Physical,MobileApp
2023-01-20,PRO517,Lettuce,Produce,9,1.11,9.99,83336.0,Online,CreditCard
2023-01-20,PRO950,Tomatoes,Produce,5,2.42,12.1,36077.0,Physical,CreditCard
2023-01-20,BAK868,Cakes,Bakery,8,4.59,36.72,73361.0,Physical,MobileApp
2023-01-20,MEA523,Chicken,Meat,7,13.45,94.15,86965.0,Physical,DebitCard
2023-01-20,MEA39,Chicken,Meat,5,11.3,56.5,4464.0,Online,Cash
2023-01-20,BEV737,Water,Beverages,9,2.73,24.57,33522.0,Physical,Cash
2023-01-20,DAI978,Milk,Dairy,9,1.9,17.1,20424.0,Physical,Cash
2023-01-20,DAI501,Milk,Dairy,9,3.45,31.05,32303.0,Physical,Cash
2023-01-20,PRO329,Tomatoes,Produce,8,0.75,6.0,3927.0,Online,DebitCard
2023-01-20,HOU464,Detergent,Household,1,6.79,6.79,12808.0,Online,DebitCard
2023-01-20,PRO926,Apples,Produce,4,2.54,10.16,17267.0,Online,CreditCard
2023-01-20,PRO900,Bananas,Produce,9,2.71,24.39,57379.0,Physical,DebitCard
